Year,Month,Day,Hour,PM2_5(ug/m3),Ozone(ppbv),Temperature(K),Spec. humidity (g/kg),RH (%),U-wind (m/s),V-wind (m/s),Sur_Pressure (hPa)
2017,11,6,1,10.88,24.44,293.48,10.36,69.15,-2.92,-6.27,1005.69
2017,11,6,2,12.14,25.58,294.02,10.79,69.42,-4.84,-6.63,1003.32
2017,11,6,3,12.57,29.76,294.68,11.24,69.44,-5.58,-6.2,1003.77
2017,11,6,4,13.31,35.45,295.24,11.64,69.42,-6.02,-5.59,1002.75
2017,11,6,5,15.21,41.13,295.73,11.97,69.24,-6.24,-4.96,1002.43
2017,11,6,6,17.68,44.57,296.01,12.28,69.8,-6.45,-4.32,1001.82
2017,11,6,7,21.25,43.84,296.01,12.62,71.67,-6.5,-3.76,1001.61
2017,11,6,8,24.9,38.55,295.77,12.85,74.12,-6.32,-3.39,1001.96
2017,11,6,9,27.2,29.91,295.39,13.01,76.76,-6.33,-3.64,1002.11
2017,11,6,10,28.77,18.56,295.08,13.16,79.21,-6.33,-4.1,1002.37
2017,11,6,11,28.95,10.49,294.86,13.21,80.55,-5.82,-4.68,1002.61
2017,11,6,12,28.38,7.44,294.76,13.11,80.47,-4.85,-5.43,1002.88
2017,11,6,13,25.8,8.02,294.64,12.91,79.8,-3.66,-6.14,1002.86
2017,11,6,14,21.88,11.39,294.52,12.68,78.95,-2.75,-6.53,1002.52
2017,11,6,15,18.05,13.84,294.46,12.48,77.94,-2.1,-6.67,1002.41
2017,11,6,16,15.13,15.46,294.41,12.31,77.14,-1.63,-6.82,1002.24
2017,11,6,17,13.12,16.37,294.35,12.21,76.75,-1.24,-6.9,1002.11
2017,11,6,18,11.74,16.78,294.28,12.13,76.58,-0.92,-6.87,1001.96
2017,11,6,19,10.66,17.05,294.29,12.09,76.34,-0.59,-6.73,1002.02
2017,11,6,20,9.84,17.23,294.38,12.1,75.98,-0.3,-6.61,1002.42
2017,11,6,21,9.24,17.49,294.52,12.15,75.64,-0.08,-6.5,1002.71
2017,11,6,22,9.13,17.67,294.68,12.23,75.43,0.12,-6.41,1003.01
2017,11,6,23,10.23,17.24,294.82,12.35,75.55,0.31,-6.16,1003.29
2017,11,6,24,11.4,17.49,295.02,12.6,76.13,0.57,-5.07,1003.55
2017,11,7,1,12.16,17.61,296.07,13.35,75.77,0.9,-3.15,1004.52
2017,11,7,2,13.48,20.62,296.97,13.64,73.19,-0.24,-3.99,1002.85
2017,11,7,3,14.28,25.49,297.76,13.76,70.35,-1.08,-3.88,1002.5
2017,11,7,4,14.68,31.54,298.33,13.79,68.05,-1.88,-3.89,1002.14
2017,11,7,5,14.57,37.88,298.7,13.84,66.78,-2.46,-3.72,1001.84
2017,11,7,6,15.95,41.6,298.88,13.95,66.54,-2.82,-3.6,1001.58
2017,11,7,7,16.85,42.57,298.84,14.09,67.37,-3.17,-3.49,1001.52
2017,11,7,8,18.4,39.1,298.53,14.3,69.69,-3.23,-3.2,1001.89
2017,11,7,9,21.81,32.69,298,14.42,72.61,-3.37,-3.28,1002.2
2017,11,7,10,27.56,21.55,297.35,14.49,75.91,-3.69,-3.75,1002.62
2017,11,7,11,32.33,8.51,296.55,14.44,79.42,-3.42,-4.46,1003.01
2017,11,7,12,30.91,5.62,295.82,14.18,81.52,-2.75,-5.33,1003.35
2017,11,7,13,26.18,6.66,295.22,13.8,82.28,-2.05,-5.85,1003.49
2017,11,7,14,20.26,10.38,294.79,13.42,82.16,-1.71,-6.1,1003.3
2017,11,7,15,16.97,13.93,294.51,13.18,82.13,-1.52,-6.21,1003.24
2017,11,7,16,15.59,15.84,294.31,13.04,82.3,-1.41,-6.27,1003.16
2017,11,7,17,14.93,16.78,294.17,12.93,82.33,-1.39,-6.37,1003.09
2017,11,7,18,14.29,17.29,294.07,12.84,82.25,-1.44,-6.41,1003.03
2017,11,7,19,13.63,17.57,294.04,12.8,82.12,-1.54,-6.36,1002.93
2017,11,7,20,12.81,17.76,294.07,12.8,81.96,-1.69,-6.42,1003.07
2017,11,7,21,12.02,17.52,294.11,12.84,82.01,-1.9,-6.48,1003.07
2017,11,7,22,11.61,16.97,294.18,12.91,82.14,-2.19,-6.53,1003.07
2017,11,7,23,12.56,15.56,294.23,13.02,82.62,-2.47,-6.4,1003.11
2017,11,7,24,14.28,16.56,294.49,13.25,82.74,-2.75,-5.78,1003.12
2017,11,8,1,16.54,22.52,296.28,14.07,78.81,-3.8,-5.33,1004.24
2017,11,8,2,17.65,26.14,296.33,13.93,77.63,-5.02,-5.98,1002.2
2017,11,8,3,17.28,31.61,296.42,13.83,76.69,-5.67,-6.2,1002.68
2017,11,8,4,17.45,38.14,296.44,13.81,76.44,-6.18,-6.4,1002.11
2017,11,8,5,18.5,43.32,296.47,13.8,76.29,-6.65,-6.46,1002
2017,11,8,6,19.2,45.66,296.36,13.8,76.8,-7.01,-6.61,1001.85
2017,11,8,7,20.31,45,296.1,13.73,77.54,-7.24,-6.73,1001.83
2017,11,8,8,20.83,41.9,295.74,13.53,78.22,-7.19,-6.69,1002.23
2017,11,8,9,20.95,35.77,295.23,13.26,79.15,-6.99,-6.47,1002.46
2017,11,8,10,21.84,27.63,294.66,13,80.4,-7.19,-6.76,1002.79
2017,11,8,11,21.87,25.54,294.23,12.71,80.76,-7.09,-7.28,1003.11
2017,11,8,12,22.82,25.9,293.9,12.41,80.52,-6.46,-7.83,1003.46
2017,11,8,13,23.81,27.79,293.56,12.15,80.58,-5.58,-8.28,1003.49
2017,11,8,14,24.66,30,293.25,11.95,80.73,-4.93,-8.6,1003.17
2017,11,8,15,26.53,32.9,292.97,11.75,80.77,-4.66,-8.78,1002.96
2017,11,8,16,28.89,37.72,292.74,11.56,80.59,-4.59,-8.92,1002.82
2017,11,8,17,32.18,43.42,292.53,11.4,80.49,-4.49,-9.03,1002.69
2017,11,8,18,36.95,48.88,292.32,11.28,80.68,-4.46,-9.16,1002.56
2017,11,8,19,42.15,52.07,292.17,11.16,80.57,-4.5,-9.25,1002.64
2017,11,8,20,47.87,52.52,292.11,11.04,80.01,-4.58,-9.32,1003.1
2017,11,8,21,53.56,51.31,292.12,10.92,79.05,-4.64,-9.34,1003.33
2017,11,8,22,57.96,49.67,292.19,10.76,77.55,-4.57,-9.32,1003.58
2017,11,8,23,60.51,47.13,292.41,10.55,74.96,-4.35,-9.17,1003.8
2017,11,8,24,57.52,46.45,293.17,10.21,69.24,-3.94,-8.35,1004.02
2017,11,9,1,41.03,49.94,294.42,8.89,55.86,-3.97,-8.16,1004.79
2017,11,9,2,41.28,52.42,294.6,9.63,59.72,-4.77,-8.08,1003.2
2017,11,9,3,43.1,59.08,295.27,10.37,61.8,-5.33,-7.72,1003.67
2017,11,9,4,47.77,68.06,295.9,10.96,62.76,-6.09,-7.55,1002.39
2017,11,9,5,49.9,73.2,296.46,11.39,63.03,-6.94,-7.22,1002.3
2017,11,9,6,51.19,74.83,296.73,11.73,63.81,-7.7,-6.95,1001.78
2017,11,9,7,52.67,73.8,296.67,11.93,65.11,-8.31,-6.76,1001.76
2017,11,9,8,51.44,69.13,296.24,11.95,66.94,-8.56,-6.71,1002
2017,11,9,9,50.15,59.82,295.47,11.93,70.05,-8,-6.22,1002.16
2017,11,9,10,50.21,47.16,294.6,11.77,72.91,-8,-6.54,1002.5
2017,11,9,11,48.16,41.72,293.98,11.54,74.35,-7.7,-7.33,1002.92
2017,11,9,12,46.77,39.67,293.48,11.27,74.9,-6.91,-7.93,1003.2
2017,11,9,13,45.25,39.78,293.04,11.04,75.46,-6.11,-8.3,1003.04
2017,11,9,14,42.82,40.81,292.7,10.85,75.65,-5.48,-8.46,1002.51
2017,11,9,15,39.46,40.88,292.48,10.64,75.22,-4.86,-8.51,1002.25
2017,11,9,16,36.05,40.67,292.32,10.45,74.57,-4.28,-8.46,1001.92
2017,11,9,17,32.99,39.81,292.23,10.29,73.81,-3.64,-8.24,1001.64
2017,11,9,18,30.24,38.09,292.24,10.18,72.9,-2.83,-7.83,1001.35
2017,11,9,19,27.25,35.89,292.4,10.11,71.68,-1.92,-7.31,1001.23
2017,11,9,20,24.1,33.91,292.69,10.1,70.27,-1.31,-6.96,1001.33
2017,11,9,21,21.35,32.42,293.04,10.13,68.98,-1.12,-6.69,1001.33
2017,11,9,22,19.32,31.15,293.37,10.19,67.98,-1.22,-6.51,1001.35
2017,11,9,23,19.04,28.45,293.53,10.29,67.97,-1.37,-6.27,1001.39
2017,11,9,24,19.31,25.4,294.02,10.69,68.55,-1.31,-4.87,1001.38
2017,11,10,1,16.68,28.18,295.63,11.52,66.94,-1.84,-4.89,1001.1
2017,11,10,2,17.86,30.96,296.21,11.92,66.79,-3.38,-4.21,1000.15
2017,11,10,3,18.89,37.06,296.9,12.32,66.23,-3.9,-3.83,1000.7
2017,11,10,4,21.24,45.31,297.48,12.72,66.03,-4.19,-3.53,999.76
2017,11,10,5,24.21,54.08,298.03,13.11,65.93,-4.62,-2.95,999.59
2017,11,10,6,26.27,61.54,298.41,13.51,66.42,-5.16,-2.36,999.21
2017,11,10,7,28.38,65.62,298.39,13.92,68.52,-5.81,-1.79,999.07
2017,11,10,8,30.19,63.87,297.94,14.25,72.03,-6.28,-1.58,999.46
2017,11,10,9,31.66,52.65,297.16,14.47,76.57,-6.07,-1.47,999.88
2017,11,10,10,35,34.45,296.34,14.49,80.54,-6.17,-1.98,1000.38
2017,11,10,11,35.74,21,295.71,14.47,83.58,-5.88,-2.79,1000.83
2017,11,10,12,34.69,13,295.27,14.44,85.75,-5.61,-3.66,1001.24
2017,11,10,13,32.2,10.35,294.92,14.39,87.33,-5.26,-4.56,1001.45
2017,11,10,14,29.48,10.9,294.63,14.27,88.12,-4.87,-5.3,1001.27
2017,11,10,15,26.85,11.31,294.4,14.11,88.46,-4.65,-5.73,1001.16
2017,11,10,16,23.63,11.74,294.16,14.02,89.2,-4.74,-5.95,1001.06
2017,11,10,17,19.98,12.66,293.92,13.99,90.3,-5.01,-6.03,1000.98
2017,11,10,18,16.96,14.04,293.7,13.97,91.4,-5.27,-6.1,1000.89
2017,11,10,19,15.09,15.36,293.53,13.94,92.2,-5.52,-6.18,1000.9
2017,11,10,20,14.22,16.43,293.43,13.88,92.39,-5.8,-6.41,1001.29
2017,11,10,21,14.48,17.56,293.33,13.77,92.28,-6.12,-6.69,1001.55
2017,11,10,22,17.21,18.6,293.26,13.6,91.63,-6.5,-7.03,1001.82
2017,11,10,23,22.59,17.66,293.3,13.4,90.09,-6.95,-7.35,1002.05
2017,11,10,24,24.3,17.88,293.92,13.01,84.17,-6.85,-7.04,1002.22
2017,11,11,1,20.48,21.79,295.57,11.42,66.68,-5.36,-5.86,1002.58
2017,11,11,2,19.64,28.48,295.41,11.11,65.53,-7.12,-6.67,1001.81
2017,11,11,3,21.96,38.21,295.47,11.37,66.78,-7.6,-6.51,1002.19
2017,11,11,4,31.09,50.78,295.52,11.73,68.69,-7.75,-6.21,1001.41
2017,11,11,5,42.41,61.05,295.59,12.02,70.07,-8.12,-5.88,1001.36
2017,11,11,6,54.09,68.25,295.5,12.27,71.92,-8.55,-5.69,1001.04
2017,11,11,7,66.94,73.23,295.17,12.44,74.4,-9.02,-5.5,1000.88
2017,11,11,8,73.46,72.31,294.63,12.47,77.06,-9.21,-5.5,1001.11
2017,11,11,9,70.43,65.08,293.93,12.41,80.09,-8.77,-5.46,1001.41
2017,11,11,10,63.87,53.14,293.22,12.28,82.95,-8.37,-5.7,1001.83
2017,11,11,11,57.16,47.03,292.74,12.16,84.66,-8.07,-6.31,1002.15
2017,11,11,12,55.16,44.43,292.37,12,85.54,-7.69,-6.75,1002.42
2017,11,11,13,55.73,45.26,292.08,11.85,86.05,-7.38,-7.07,1002.52
2017,11,11,14,57.39,46.53,291.81,11.73,86.61,-6.96,-7.32,1002.25
2017,11,11,15,60.99,46.38,291.57,11.62,87.07,-6.53,-7.48,1002.02
2017,11,11,16,65.02,46.2,291.38,11.49,87.12,-6.25,-7.57,1001.83
2017,11,11,17,68.92,45.52,291.22,11.38,87.14,-5.94,-7.62,1001.68
2017,11,11,18,71.51,44.52,291.05,11.29,87.35,-5.62,-7.63,1001.53
2017,11,11,19,71.99,42.61,290.93,11.23,87.55,-5.33,-7.5,1001.37
2017,11,11,20,71.22,40.31,290.9,11.19,87.42,-5.36,-7.48,1001.46
2017,11,11,21,69.2,37.84,290.93,11.15,86.95,-5.59,-7.53,1001.5
2017,11,11,22,66.31,35.44,290.99,11.1,86.25,-5.74,-7.66,1001.55
2017,11,11,23,62.67,33,291.15,11.05,84.99,-5.91,-7.77,1001.57
2017,11,11,24,56.55,32.06,291.81,11.1,81.8,-5.73,-7.32,1001.54
2017,11,12,1,43.22,32.39,293.12,11,74.77,-5.2,-6.43,1002.25
2017,11,12,2,39.28,32.84,293.27,11.15,75,-6.58,-6.55,1000.91
2017,11,12,3,35.56,36.25,293.78,11.37,74.15,-6.97,-6.01,1001.36
2017,11,12,4,32.68,41.21,294.28,11.63,73.47,-7.24,-5.31,1000.47
2017,11,12,5,32.27,46.12,294.69,11.89,73.22,-7.51,-4.54,1000.25
2017,11,12,6,31.06,48.9,294.87,12.13,73.81,-7.85,-3.89,1000
2017,11,12,7,28.9,47.95,294.72,12.29,75.44,-8.2,-3.51,999.78
2017,11,12,8,25.77,43.69,294.3,12.38,77.96,-8.27,-3.58,999.89
2017,11,12,9,22.72,36.34,293.77,12.43,80.93,-7.76,-3.72,1000.07
2017,11,12,10,22.42,26.85,293.18,12.45,84.15,-7.27,-4.21,1000.29
2017,11,12,11,22.48,23.12,292.74,12.49,86.8,-6.82,-4.98,1000.47
2017,11,12,12,23,22.06,292.39,12.49,88.73,-6.3,-5.8,1000.6
2017,11,12,13,22.2,23.96,292.14,12.36,89.25,-5.79,-6.5,1000.59
2017,11,12,14,20.27,26.09,291.91,12.25,89.7,-5.32,-6.76,1000.35
2017,11,12,15,18.66,26.74,291.76,12.17,89.88,-4.94,-6.92,1000.23
2017,11,12,16,17.23,26.97,291.72,12.06,89.3,-4.64,-6.79,1000.11
2017,11,12,17,16.02,26.92,291.72,11.95,88.47,-4.6,-6.8,1000.02
2017,11,12,18,15.07,27.03,291.69,11.86,88.01,-4.43,-6.79,999.91
2017,11,12,19,14.2,27.26,291.71,11.8,87.44,-4.32,-6.77,1000.1
2017,11,12,20,13.61,27.38,291.71,11.78,87.33,-4.18,-6.86,1000.51
2017,11,12,21,13.03,27.97,291.63,11.84,88.17,-4.07,-6.91,1000.82
2017,11,12,22,12.78,28.18,291.76,11.74,86.82,-3.97,-6.84,1001.2
2017,11,12,23,14.14,27.42,291.71,11.86,87.94,-3.83,-6.71,1001.48
2017,11,12,24,15.51,27.48,291.83,12.02,88.48,-3.35,-6.11,1001.76
2017,11,13,1,17.57,25.62,292.1,12.79,92.66,-2.15,-4.23,1001.43
2017,11,13,2,18.8,26.79,292.64,12.82,89.76,-2.47,-4.23,1001
2017,11,13,3,18.68,30.7,293.62,12.73,83.87,-3.11,-3.91,1000.95
2017,11,13,4,19.2,34.87,294.5,12.65,78.82,-3.79,-3.2,999.97
2017,11,13,5,20.51,39.83,295.1,12.63,75.72,-4.4,-2.56,999.25
2017,11,13,6,22.61,43.77,295.4,12.72,74.86,-4.76,-2.07,998.97
2017,11,13,7,24.98,44.96,295.38,12.82,75.48,-4.96,-1.67,998.66
2017,11,13,8,26.77,42.49,295.1,12.9,77.23,-4.94,-1.62,998.78
2017,11,13,9,29.45,34.94,294.62,12.96,79.95,-4.63,-1.77,999.01
2017,11,13,10,34.51,24.56,294.1,12.91,82.29,-4.58,-2.36,999.33
2017,11,13,11,38.88,17.82,293.69,12.84,84.01,-4.14,-3.15,999.54
2017,11,13,12,41.12,14.19,293.42,12.79,85.09,-3.58,-3.96,999.7
2017,11,13,13,40.33,13.62,293.22,12.73,85.74,-2.93,-4.68,999.83
2017,11,13,14,38.38,15.45,293.04,12.64,86.08,-2.33,-5.15,999.94
2017,11,13,15,36.42,17.37,292.91,12.52,86.03,-1.77,-5.34,1000.04
2017,11,13,16,34.17,19.53,292.85,12.4,85.47,-1.26,-5.32,1000.13
2017,11,13,17,31.7,21.94,292.86,12.29,84.66,-0.81,-5.17,1000.25
2017,11,13,18,29.51,24.39,292.87,12.2,83.97,-0.4,-4.94,1000.36
2017,11,13,19,27.99,26.73,292.91,12.14,83.37,-0.16,-4.66,1000.49
2017,11,13,20,27.27,28.54,293.04,12.13,82.62,-0.13,-4.44,1000.8
2017,11,13,21,27.02,29.86,293.22,12.16,81.98,-0.13,-4.24,1001.11
2017,11,13,22,27.2,30.01,293.42,12.23,81.45,-0.26,-4.12,1001.36
2017,11,13,23,28.52,28.72,293.59,12.34,81.33,-0.38,-3.99,1001.61
2017,11,13,24,31.33,26.94,293.72,12.5,81.69,-0.46,-3.56,1001.81
2017,11,14,1,27.96,30.65,295.11,13.7,82.38,-1.39,-3.06,1003.57
2017,11,14,2,26.56,30.28,295.53,13.62,79.64,-1.89,-2.3,1001.03
2017,11,14,3,26.49,32.07,296.08,13.63,77.15,-2.69,-1.88,1001.48
2017,11,14,4,27.58,35.21,296.4,13.74,76.21,-3.67,-1.57,1000.77
2017,11,14,5,28.35,38.9,296.52,13.91,76.54,-4.61,-1.08,1000.34
2017,11,14,6,28.3,43.1,296.51,14.06,77.44,-5.37,-0.77,1000.09
2017,11,14,7,26.93,45.83,296.28,14.17,79.14,-6.06,-0.81,1000.08
2017,11,14,8,24.59,43.66,295.92,14.2,81.03,-6.52,-1.25,1000.49
2017,11,14,9,23.07,34.66,295.4,14.18,83.54,-6.46,-1.94,1001.02
2017,11,14,10,24.07,21.82,294.79,14.1,86.35,-6.37,-2.74,1001.57
2017,11,14,11,24.16,15.21,294.31,14.05,88.69,-6.15,-3.54,1002.08
2017,11,14,12,23.82,12.62,293.99,14.02,90.35,-5.99,-4.23,1002.51
2017,11,14,13,22.1,14.4,293.75,13.92,91.09,-5.82,-4.85,1002.76
2017,11,14,14,20.06,17.4,293.52,13.79,91.51,-5.52,-5.25,1002.68
2017,11,14,15,18.31,18.81,293.35,13.64,91.51,-5.23,-5.46,1002.57
2017,11,14,16,16.75,19.77,293.23,13.51,91.27,-4.95,-5.65,1002.53
2017,11,14,17,15.78,20.56,293.13,13.4,91.05,-4.63,-5.82,1002.51
2017,11,14,18,15.04,21.25,293.07,13.3,90.77,-4.33,-5.99,1002.47
2017,11,14,19,14.62,21.59,293.04,13.24,90.5,-4,-6.04,1002.56
2017,11,14,20,14.27,21.44,293.06,13.21,90.19,-3.9,-6.06,1002.97
2017,11,14,21,13.85,21.11,293.1,13.18,89.81,-3.99,-6.11,1003.36
2017,11,14,22,13.83,20.83,293.09,13.13,89.57,-4.17,-6.17,1003.67
2017,11,14,23,15.28,20.38,293.1,13.09,89.23,-4.4,-6.13,1004
2017,11,14,24,17.04,21.41,293.46,13.14,87.62,-4.39,-5.45,1004.28
2017,11,15,1,17.86,28.6,294.64,13,80.7,-4.67,-5.19,1005.75
2017,11,15,2,20.3,33.76,294.87,12.83,78.37,-5.43,-4.9,1004.12
2017,11,15,3,22.82,40.15,295.24,12.79,76.35,-5.6,-4.51,1003.8
2017,11,15,4,25.45,45.98,295.46,12.93,76.15,-5.6,-4,1002.98
2017,11,15,5,28.7,51.06,295.64,13.13,76.44,-5.35,-3.5,1002.74
2017,11,15,6,31.46,54.12,295.67,13.31,77.32,-5.15,-2.99,1002.19
2017,11,15,7,33.7,54.01,295.49,13.46,79,-5.05,-2.73,1002.09
2017,11,15,8,34.46,50.95,295.23,13.54,80.75,-5.07,-2.99,1002.42
2017,11,15,9,35.22,43.98,294.85,13.51,82.49,-4.9,-3.49,1002.77
2017,11,15,10,37.87,32.09,294.37,13.42,84.54,-5,-4.19,1003.17
2017,11,15,11,39.34,24.15,293.92,13.36,86.57,-5.13,-4.99,1003.54
2017,11,15,12,39.25,20.67,293.56,13.26,87.89,-5.26,-5.85,1003.86
2017,11,15,13,37.1,23.24,293.25,13.04,88.18,-5.15,-6.7,1004
2017,11,15,14,33.31,28.51,292.96,12.81,88.18,-4.7,-7.27,1003.89
2017,11,15,15,29.93,31.1,292.72,12.64,88.33,-4.22,-7.51,1003.81
2017,11,15,16,27.25,32.23,292.54,12.5,88.27,-3.78,-7.58,1003.73
2017,11,15,17,25.21,32.56,292.42,12.37,88.01,-3.3,-7.47,1003.66
2017,11,15,18,23.42,33.21,292.36,12.24,87.43,-2.69,-7.2,1003.58
2017,11,15,19,22.07,33.93,292.39,12.17,86.74,-2.03,-6.82,1003.67
2017,11,15,20,21.3,35.62,292.6,12.17,85.55,-1.5,-6.32,1003.95
2017,11,15,21,21.53,37.36,292.9,12.19,84.11,-1.1,-5.83,1004.2
2017,11,15,22,22.3,37.8,293.19,12.21,82.74,-0.9,-5.49,1004.39
2017,11,15,23,24.17,36.78,293.42,12.21,81.57,-0.8,-5.2,1004.59
2017,11,15,24,27.07,36.58,293.61,12.27,81,-0.66,-4.55,1004.78
2017,11,16,1,22.45,42.81,294.91,12.63,76.98,-1.64,-3.55,1005.17
2017,11,16,2,21.6,46.02,295.44,12.55,73.98,-2.42,-3.62,1003.35
2017,11,16,3,22.47,51.54,296.09,12.68,71.85,-3.15,-3.34,1003.38
2017,11,16,4,25.7,57.72,296.6,12.92,70.89,-3.84,-3.02,1002.39
2017,11,16,5,30.07,63.73,296.94,13.21,70.98,-4.45,-2.52,1001.81
2017,11,16,6,33.32,68.11,297.06,13.5,71.99,-5.08,-2.11,1001.01
2017,11,16,7,35.42,68.63,297,13.77,73.66,-5.55,-1.78,1000.75
2017,11,16,8,36.94,64.23,296.66,14,76.42,-5.61,-1.54,1000.85
2017,11,16,9,39.62,54.4,296.09,14.16,79.97,-5.35,-1.25,1000.98
2017,11,16,10,44.03,40.28,295.53,14.23,83.14,-5.25,-1.28,1001.16
2017,11,16,11,46.75,30.17,295.07,14.26,85.75,-4.88,-1.5,1001.34
2017,11,16,12,46.86,23.4,294.69,14.25,87.75,-4.42,-1.81,1001.46
2017,11,16,13,45.16,20.17,294.42,14.2,88.92,-3.84,-2.15,1001.51
2017,11,16,14,44.04,18.81,294.28,14.1,89.04,-3.25,-2.43,1001.28
2017,11,16,15,43.35,17.73,294.27,13.97,88.23,-2.66,-2.5,1001.2
2017,11,16,16,41.86,17.35,294.31,13.87,87.33,-2.02,-2.22,1001.12
2017,11,16,17,39.58,17.5,294.32,13.86,87.22,-1.27,-1.81,1001.04
2017,11,16,18,37.93,17.7,294.26,13.92,87.98,-0.57,-1.53,1000.95
2017,11,16,19,37.56,17.63,294.2,13.94,88.39,0,-1.42,1000.69
2017,11,16,20,37.7,17.67,294.23,13.92,88.09,0.53,-1.2,1000.47
2017,11,16,21,38.45,17.5,294.32,13.9,87.43,1.03,-0.85,1000.3
2017,11,16,22,39.76,17.18,294.45,13.89,86.63,1.53,-0.39,1000.09
2017,11,16,23,42.7,16.92,294.61,13.88,85.74,2.05,0.17,999.93
2017,11,16,24,47.7,18.67,294.78,13.89,84.9,2.61,0.74,999.75
2017,11,17,1,45.23,19.84,295.48,14.2,83.11,1.58,1.58,998.88
2017,11,17,2,46.96,24.38,296.15,14.31,80.4,1.94,2.06,998.31
2017,11,17,3,51.94,34.43,296.74,14.44,78.38,1.56,3.07,998.31
2017,11,17,4,56.6,47.86,297.12,14.58,77.33,1.07,3.7,997.66
2017,11,17,5,58.85,60.52,297.33,14.75,77.29,0.56,4.4,996.97
2017,11,17,6,55.64,68.55,297.33,14.95,78.23,0.02,5.16,996.3
2017,11,17,7,47.81,69.73,297.09,15.17,80.43,-0.39,5.77,996.11
2017,11,17,8,39.67,62.34,296.64,15.38,83.63,-0.46,5.66,996.29
2017,11,17,9,33.77,48.87,296.19,15.52,86.7,-0.15,5.28,996.53
2017,11,17,10,31.13,33.74,295.91,15.55,88.38,0.58,5.02,996.8
2017,11,17,11,29.83,24.27,295.8,15.53,88.92,1.5,4.47,997.07
2017,11,17,12,29.65,19.33,295.72,15.51,89.24,2.48,3.76,997.27
2017,11,17,13,29.6,18.42,295.61,15.42,89.31,3.43,2.92,997.2
2017,11,17,14,29.65,19.83,295.57,15.25,88.46,4.09,1.98,997.06
2017,11,17,15,29.2,22.43,295.65,14.96,86.38,4.39,1.02,997.02
2017,11,17,16,28.05,25.06,295.77,14.64,83.9,4.39,0.17,996.99
2017,11,17,17,26.67,26.7,295.81,14.39,82.27,4.3,-0.53,996.98
2017,11,17,18,25.54,27.21,295.74,14.21,81.58,4.21,-1.17,996.97
2017,11,17,19,24.3,26.67,295.62,14.07,81.43,3.98,-2.02,997.05
2017,11,17,20,22.57,26.03,295.55,13.92,80.97,3.32,-3.13,997.38
2017,11,17,21,20.9,24.27,295.48,13.81,80.7,2.32,-4.28,997.65
2017,11,17,22,19.7,21.29,295.37,13.75,80.92,0.93,-5.3,997.88
2017,11,17,23,21.47,16.35,295.11,13.78,82.46,-0.82,-6.06,998.15
2017,11,17,24,27.1,14.2,294.88,14.02,85.12,-2.42,-5.93,998.39
2017,11,18,1,33.19,16.39,295.61,14.54,84.42,-3.6,-3.6,999.53
2017,11,18,2,44.14,21.84,295.52,14.7,85.87,-5.44,-4.81,999.44
2017,11,18,3,45.68,31.7,294.99,14.61,88.19,-7.68,-5.31,999.43
2017,11,18,4,43.79,34.78,294.03,13.9,89.08,-9.08,-6.46,999.99
2017,11,18,5,34.32,31.84,293.51,13.18,87.34,-9.2,-7.39,1000.16
2017,11,18,6,28.39,34.21,293.05,12.67,86.47,-9.14,-8.17,1000.35
2017,11,18,7,24.45,36.81,292.65,12.21,85.52,-8.66,-8.73,1000.74
2017,11,18,8,21.41,37.61,292.33,11.77,84.19,-8.1,-9.16,1001.37
2017,11,18,9,20.31,38.2,292.02,11.45,83.48,-7.75,-9.51,1002
2017,11,18,10,21.83,37.53,291.72,11.21,83.36,-7.78,-9.82,1002.66
2017,11,18,11,22.81,39.8,291.34,10.94,83.38,-7.94,-10.17,1003.31
2017,11,18,12,26,41.4,290.93,10.66,83.38,-7.98,-10.45,1003.93
2017,11,18,13,31.28,43.78,290.51,10.36,83.32,-7.85,-10.7,1004.29
2017,11,18,14,37.27,45.07,290.08,10.05,83.04,-7.7,-10.79,1004.3
2017,11,18,15,42.17,44.52,289.68,9.76,82.76,-7.43,-10.73,1004.33
2017,11,18,16,44.13,42.54,289.3,9.52,82.6,-7.23,-10.65,1004.46
2017,11,18,17,42.57,39.8,288.89,9.3,82.84,-6.99,-10.58,1004.54
2017,11,18,18,38.41,37.96,288.54,9.07,82.72,-6.98,-10.58,1004.65
2017,11,18,19,34.39,37.09,288.28,8.88,82.36,-6.86,-10.53,1004.95
2017,11,18,20,31.72,36.47,288.13,8.7,81.52,-6.8,-10.61,1005.41
2017,11,18,21,29.63,36.03,287.92,8.54,81.12,-6.39,-10.61,1005.83
2017,11,18,22,28.45,35.87,287.77,8.4,80.5,-6.06,-10.75,1006.08
2017,11,18,23,28.19,35.3,287.68,8.25,79.57,-5.8,-10.94,1006.31
2017,11,18,24,28.08,35.34,287.66,8.09,78.07,-5.91,-11.17,1006.53
2017,11,19,1,25.72,35.15,287.89,7.35,70.18,-6.72,-10.46,1008.97
2017,11,19,2,25.2,35.31,287.9,7.35,69.93,-7.12,-10.58,1006.81
2017,11,19,3,24.25,36.75,288.42,7.56,69.41,-7.31,-10.37,1006.51
2017,11,19,4,23.6,39.26,289.02,7.79,68.88,-7.17,-9.95,1005.92
2017,11,19,5,23.24,41.86,289.48,7.98,68.43,-7.28,-9.43,1005.67
2017,11,19,6,22.4,43.53,289.66,8.08,68.53,-7.21,-8.98,1005.34
2017,11,19,7,21.88,43.58,289.61,8.12,69.07,-6.86,-8.68,1005.32
